Year,Month,Day,SGD_per_100_INR
2018,Dec,05,1.9356
2018,Dec,06,1.9312
2018,Dec,07,1.9410
2018,Dec,10,1.9192
2018,Dec,11,1.8996
2018,Dec,12,1.9035
2018,Dec,13,1.9141
2018,Dec,14,1.9124
2018,Dec,17,1.9158
2018,Dec,18,1.9249
2018,Dec,19,1.9530
2018,Dec,20,1.9459
2018,Dec,21,1.9545
2018,Dec,24,1.9586
2018,Dec,26,1.9622
2018,Dec,27,1.9545
2018,Dec,28,1.9523
2018,Dec,31,1.9542
2019,Jan,02,1.9613
2019,Jan,03,1.9379
2019,Jan,04,1.9481
2019,Jan,07,1.9537
2019,Jan,08,1.9382
2019,Jan,09,1.9339
2019,Jan,10,1.9193
2019,Jan,11,1.9182
2019,Jan,14,1.9180
2019,Jan,15,1.9071
2019,Jan,16,1.9094
2019,Jan,17,1.9047
2019,Jan,18,1.9037
2019,Jan,21,1.9016
2019,Jan,22,1.9070
2019,Jan,23,1.9088
2019,Jan,24,1.9072
2019,Jan,25,1.9133
2019,Jan,28,1.9019
2019,Jan,29,1.9026
2019,Jan,30,1.8951
2019,Jan,31,1.8981
2019,Feb,01,1.8944
2019,Feb,04,1.8864
2019,Feb,07,1.8920
2019,Feb,08,1.9002
2019,Feb,11,1.9032
2019,Feb,12,1.9142
2019,Feb,13,1.9222
2019,Feb,14,1.9154
2019,Feb,15,1.9058
2019,Feb,18,1.8990
2019,Feb,19,1.9032
2019,Feb,20,1.8967
2019,Feb,21,1.9020
2019,Feb,22,1.9022
2019,Feb,25,1.9004
2019,Feb,26,1.8931
2019,Feb,27,1.9001
2019,Feb,28,1.8949
2019,Mar,01,1.9088
2019,Mar,04,1.9062
2019,Mar,05,1.9140
2019,Mar,06,1.9231
2019,Mar,07,1.9380
2019,Mar,08,1.9393
2019,Mar,11,1.9414
2019,Mar,12,1.9477
2019,Mar,13,1.9446
2019,Mar,14,1.9455
2019,Mar,15,1.9594
2019,Mar,18,1.9617
2019,Mar,19,1.9737
2019,Mar,20,1.9554
2019,Mar,21,1.9654
2019,Mar,22,1.9662
2019,Mar,25,1.9557
2019,Mar,26,1.9613
2019,Mar,27,1.9627
2019,Mar,28,1.9633
2019,Mar,29,1.9605
2019,Apr,01,1.9565
2019,Apr,02,1.9562
2019,Apr,03,1.9727
2019,Apr,04,1.9720
2019,Apr,05,1.9593
2019,Apr,08,1.9500
2019,Apr,09,1.9444
2019,Apr,10,1.9569
2019,Apr,11,1.9576
2019,Apr,12,1.9610
2019,Apr,15,1.9536
2019,Apr,16,1.9477
2019,Apr,17,1.9470
2019,Apr,18,1.9484
2019,Apr,22,1.9422
2019,Apr,23,1.9490
2019,Apr,24,1.9467
2019,Apr,25,1.9441
2019,Apr,26,1.9405
2019,Apr,29,1.9481
2019,Apr,30,1.9517
2019,May,02,1.9563
2019,May,03,1.9655
2019,May,06,1.9651
2019,May,07,1.9645
2019,May,08,1.9557
2019,May,09,1.9506
2019,May,10,1.9460
2019,May,13,1.9473
2019,May,14,1.9428
2019,May,15,1.9473
2019,May,16,1.9471
2019,May,17,1.9572
2019,May,21,1.9729
2019,May,22,1.9795
2019,May,23,1.9887
2019,May,24,1.9774
2019,May,27,1.9786
2019,May,28,1.9760
2019,May,29,1.9774
2019,May,30,1.9769
2019,May,31,1.9770
2019,Jun,03,1.9738
2019,Jun,04,1.9805
2019,Jun,06,1.9674
2019,Jun,07,1.9711
2019,Jun,10,1.9677
2019,Jun,11,1.9649
2019,Jun,12,1.9664
2019,Jun,13,1.9702
2019,Jun,14,1.9661
2019,Jun,17,1.9617
2019,Jun,18,1.9634
2019,Jun,19,1.9668
2019,Jun,20,1.9536
2019,Jun,21,1.9455
2019,Jun,24,1.9465
2019,Jun,25,1.9530
2019,Jun,26,1.9521
2019,Jun,27,1.9554
2019,Jun,28,1.9628
2019,Jul,01,1.9639
2019,Jul,02,1.9649
2019,Jul,03,1.9700
2019,Jul,04,1.9685
2019,Jul,05,1.9747
2019,Jul,08,1.9858
2019,Jul,09,1.9770
2019,Jul,10,1.9849
2019,Jul,11,1.9831
2019,Jul,12,1.9820
2019,Jul,15,1.9787
2019,Jul,16,1.9779
2019,Jul,17,1.9777
2019,Jul,18,1.9767
2019,Jul,19,1.9719
2019,Jul,22,1.9719
2019,Jul,23,1.9745
2019,Jul,24,1.9770
2019,Jul,25,1.9788
2019,Jul,26,1.9806
2019,Jul,29,1.9898
2019,Jul,30,1.9903
2019,Jul,31,1.9877
2019,Aug,01,1.9908
2019,Aug,02,1.9857
2019,Aug,05,1.9618
2019,Aug,06,1.9547
2019,Aug,07,1.9507
2019,Aug,08,1.9508
2019,Aug,13,1.9529
2019,Aug,14,1.9528
2019,Aug,15,1.9482
2019,Aug,16,1.9439
2019,Aug,19,1.9473
2019,Aug,20,1.9344
2019,Aug,21,1.9342
2019,Aug,22,1.9333
2019,Aug,23,1.9258
2019,Aug,26,1.9299
2019,Aug,27,1.9356
2019,Aug,28,1.9431
2019,Aug,29,1.9299
2019,Aug,30,1.9372
2019,Sep,02,1.9441
2019,Sep,03,1.9351
2019,Sep,04,1.9227
2019,Sep,05,1.9238
2019,Sep,06,1.9304
2019,Sep,09,1.9251
2019,Sep,10,1.9243
2019,Sep,11,1.9208
2019,Sep,12,1.9299
2019,Sep,13,1.9370
2019,Sep,16,1.9209
2019,Sep,17,1.9172
2019,Sep,18,1.9238
2019,Sep,19,1.9346
2019,Sep,20,1.9341
2019,Sep,23,1.9399
2019,Sep,24,1.9455
2019,Sep,25,1.9364
2019,Sep,26,1.9438
2019,Sep,27,1.9491
2019,Sep,30,1.9606
2019,Oct,01,1.9555
2019,Oct,02,1.9468
2019,Oct,03,1.9389
2019,Oct,04,1.9485
2019,Oct,07,1.9434
2019,Oct,08,1.9450
2019,Oct,09,1.9421
2019,Oct,10,1.9400
2019,Oct,11,1.9376
2019,Oct,14,1.9326
2019,Oct,15,1.9206
2019,Oct,16,1.9144
2019,Oct,17,1.9155
2019,Oct,18,1.9175
2019,Oct,21,1.9162
2019,Oct,22,1.9197
2019,Oct,23,1.9212
2019,Oct,24,1.9228
2019,Oct,25,1.9210
2019,Oct,29,1.9273
2019,Oct,30,1.9205
2019,Oct,31,1.9213
2019,Nov,01,1.9149
2019,Nov,04,1.9201
2019,Nov,05,1.9202
2019,Nov,06,1.9183
2019,Nov,07,1.9139
2019,Nov,08,1.9079
2019,Nov,11,1.9070
2019,Nov,12,1.9013
2019,Nov,13,1.9004
2019,Nov,14,1.8889
2019,Nov,15,1.8951
2019,Nov,18,1.8990
2019,Nov,19,1.8916
2019,Nov,20,1.8966
2019,Nov,21,1.8966
2019,Nov,22,1.8991
2019,Nov,25,1.9022
2019,Nov,26,1.9047
2019,Nov,27,1.9113
2019,Nov,28,1.9141
2019,Nov,29,1.9047
2019,Dec,02,1.9078
2019,Dec,03,1.9062
2019,Dec,04,1.9013
2019,Dec,05,1.9048
2019,Dec,06,1.9079
2019,Dec,09,1.9094
2019,Dec,10,1.9151
2019,Dec,11,1.9198
2019,Dec,12,1.9189
2019,Dec,13,1.9153
2019,Dec,16,1.9142
2019,Dec,17,1.9078
2019,Dec,18,1.9086
2019,Dec,19,1.9096
2019,Dec,20,1.9064
2019,Dec,23,1.9062
2019,Dec,24,1.9046
2019,Dec,26,1.9016
2019,Dec,27,1.8998
2019,Dec,30,1.8931
2019,Dec,31,1.8907
2020,Jan,02,1.8883
2020,Jan,03,1.8857
2020,Jan,06,1.8737
2020,Jan,07,1.8797
2020,Jan,08,1.8754
2020,Jan,09,1.8888
2020,Jan,10,1.8978
2020,Jan,13,1.9007
2020,Jan,14,1.9013
2020,Jan,15,1.8997
2020,Jan,16,1.9025
2020,Jan,17,1.8972
2020,Jan,20,1.8949
2020,Jan,21,1.8955
2020,Jan,22,1.8965
2020,Jan,23,1.8939
2020,Jan,24,1.8942
2020,Jan,28,1.9019
2020,Jan,29,1.9061
2020,Jan,30,1.9083
2020,Jan,31,1.9064
2020,Feb,03,1.9118
2020,Feb,04,1.9249
2020,Feb,05,1.9387
2020,Feb,06,1.9436
2020,Feb,07,1.9447
2020,Feb,10,1.9478
2020,Feb,11,1.9482
2020,Feb,12,1.9460
2020,Feb,13,1.9434
2020,Feb,14,1.9484
2020,Feb,17,1.9452
2020,Feb,18,1.9466
2020,Feb,19,1.9430
2020,Feb,20,1.9524
2020,Feb,21,1.9529
2020,Feb,24,1.9509
2020,Feb,25,1.9448
2020,Feb,26,1.9484
2020,Feb,27,1.9500
2020,Feb,28,1.9438
2020,Mar,02,1.9292
2020,Mar,03,1.9155
2020,Mar,04,1.9008
2020,Mar,05,1.8870
2020,Mar,06,1.8740
2020,Mar,09,1.8662
2020,Mar,10,1.8659
2020,Mar,11,1.8814
2020,Mar,12,1.8863
2020,Mar,13,1.8983
2020,Mar,16,1.9120
2020,Mar,17,1.9164
2020,Mar,18,1.9285
2020,Mar,19,1.9398
2020,Mar,20,1.9400
2020,Mar,23,1.9193
2020,Mar,24,1.9118
2020,Mar,25,1.8947
2020,Mar,26,1.9090
2020,Mar,27,1.9088
2020,Mar,30,1.8979
2020,Mar,31,1.8876
2020,Apr,01,1.8907
2020,Apr,02,1.8789
2020,Apr,03,1.8860
2020,Apr,06,1.8895
2020,Apr,07,1.8856
2020,Apr,08,1.8838
2020,Apr,09,1.8741
2020,Apr,13,1.8587
2020,Apr,14,1.8544
2020,Apr,15,1.8606
2020,Apr,16,1.8629
2020,Apr,17,1.8584
2020,Apr,20,1.8588
2020,Apr,21,1.8611
2020,Apr,22,1.8599
2020,Apr,23,1.8671
2020,Apr,24,1.8724
2020,Apr,27,1.8655
2020,Apr,28,1.8653
2020,Apr,29,1.8620
2020,Apr,30,1.8756
2020,May,04,1.8731
2020,May,05,1.8712
2020,May,06,1.8717
2020,May,08,1.8703
2020,May,11,1.8692
2020,May,12,1.8692
2020,May,13,1.8849
2020,May,14,1.8818
2020,May,15,1.8871
2020,May,18,1.8810
2020,May,19,1.8722
2020,May,20,1.8738
2020,May,21,1.8696
2020,May,22,1.8745
2020,May,26,1.8785
2020,May,27,1.8752
2020,May,28,1.8720
2020,May,29,1.8683
2020,Jun,01,1.8690
2020,Jun,02,1.8608
2020,Jun,03,1.8601
2020,Jun,04,1.8557
2020,Jun,05,1.8502
2020,Jun,08,1.8429
2020,Jun,09,1.8412
2020,Jun,10,1.8383
2020,Jun,11,1.8334
2020,Jun,12,1.8297
2020,Jun,15,1.8349
2020,Jun,16,1.8312
2020,Jun,17,1.8288
2020,Jun,18,1.8294
2020,Jun,19,1.8276
2020,Jun,22,1.8312
2020,Jun,23,1.8379
2020,Jun,24,1.8352
2020,Jun,25,1.8386
2020,Jun,26,1.8412
2020,Jun,29,1.8431
2020,Jun,30,1.8460
2020,Jul,01,1.8457
2020,Jul,02,1.8457
2020,Jul,03,1.8656
2020,Jul,06,1.8646
2020,Jul,07,1.8650
2020,Jul,08,1.8637
2020,Jul,09,1.8550
2020,Jul,13,1.8465
2020,Jul,14,1.8526
2020,Jul,15,1.8468
2020,Jul,16,1.8507
2020,Jul,17,1.8496
2020,Jul,20,1.8568
2020,Jul,21,1.8605
2020,Jul,22,1.8550
2020,Jul,23,1.8544
2020,Jul,24,1.8493
2020,Jul,27,1.8446
2020,Jul,28,1.8427
2020,Jul,29,1.8409
2020,Jul,30,1.8378
2020,Aug,03,1.8374
2020,Aug,04,1.8302
2020,Aug,05,1.8297
2020,Aug,06,1.8304
2020,Aug,07,1.8279
2020,Aug,11,1.8337
2020,Aug,12,1.8427
2020,Aug,13,1.8324
2020,Aug,14,1.8342
2020,Aug,17,1.8305
2020,Aug,18,1.8291
2020,Aug,19,1.8286
2020,Aug,20,1.8263
2020,Aug,21,1.8225
2020,Aug,24,1.8316
2020,Aug,25,1.8470
2020,Aug,26,1.8416
2020,Aug,27,1.8376
2020,Aug,28,1.8479
2020,Aug,31,1.8564
2020,Sep,01,1.8523
2020,Sep,02,1.8634
2020,Sep,03,1.8613
2020,Sep,04,1.8585
2020,Sep,07,1.8624
2020,Sep,08,1.8624
2020,Sep,09,1.8597
2020,Sep,10,1.8624
2020,Sep,11,1.8607
2020,Sep,14,1.8592
2020,Sep,15,1.8550
2020,Sep,16,1.8468
2020,Sep,17,1.8529
2020,Sep,18,1.8454
2020,Sep,21,1.8425
2020,Sep,22,1.8514
2020,Sep,23,1.8591
2020,Sep,24,1.8682
2020,Sep,25,1.8613
2020,Sep,28,1.8669
2020,Sep,29,1.8590
2020,Sep,30,1.8562
2020,Oct,01,1.8531
2020,Oct,02,1.8648
2020,Oct,05,1.8589
2020,Oct,06,1.8567
2020,Oct,07,1.8517
2020,Oct,08,1.8532
2020,Oct,09,1.8538
2020,Oct,12,1.8548
2020,Oct,13,1.8520
2020,Oct,14,1.8517
2020,Oct,15,1.8515
2020,Oct,16,1.8537
2020,Oct,19,1.8500
2020,Oct,20,1.8504
2020,Oct,21,1.8467
2020,Oct,22,1.8403
2020,Oct,23,1.8445
2020,Oct,26,1.8423
2020,Oct,27,1.8380
2020,Oct,28,1.8439
2020,Oct,29,1.8399
2020,Oct,30,1.8366
2020,Nov,02,1.8335
2020,Nov,03,1.8345
2020,Nov,04,1.8255
2020,Nov,05,1.8294
2020,Nov,06,1.8244
2020,Nov,09,1.8191
2020,Nov,10,1.8183
2020,Nov,11,1.8140
2020,Nov,12,1.8126
2020,Nov,13,1.8081
2020,Nov,16,1.8059
2020,Nov,17,1.8065
2020,Nov,18,1.8028
2020,Nov,19,1.8085
2020,Nov,20,1.8122
2020,Nov,23,1.8099
2020,Nov,24,1.8124
2020,Nov,25,1.8130
2020,Nov,26,1.8141
2020,Nov,27,1.8137
2020,Nov,30,1.8071
2020,Dec,01,1.8107
2020,Dec,02,1.8195
2020,Dec,03,1.8123
2020,Dec,04,1.8051
2020,Dec,07,1.8083
2020,Dec,08,1.8108
2020,Dec,09,1.8134
2020,Dec,10,1.8145
2020,Dec,11,1.8106
2020,Dec,14,1.8123
2020,Dec,15,1.8144
2020,Dec,16,1.8116
2020,Dec,17,1.8058
2020,Dec,18,1.8038
2020,Dec,21,1.8114
2020,Dec,22,1.8033
2020,Dec,23,1.8079
2020,Dec,24,1.8000
2020,Dec,28,1.8042
2020,Dec,29,1.8083
2020,Dec,30,1.8053
2020,Dec,31,1.8062
2021,Jan,04,1.8075
2021,Jan,05,1.8040
2021,Jan,06,1.8025
2021,Jan,07,1.8039
2021,Jan,08,1.8063
2021,Jan,11,1.8121
2021,Jan,12,1.8131
2021,Jan,13,1.8084
2021,Jan,14,1.8138
2021,Jan,15,1.8136
2021,Jan,18,1.8186
2021,Jan,19,1.8165
2021,Jan,20,1.8136
2021,Jan,21,1.8148
2021,Jan,22,1.8137
2021,Jan,25,1.8179
2021,Jan,26,1.8183
2021,Jan,27,1.8191
2021,Jan,28,1.8217
2021,Jan,29,1.8244
2021,Feb,01,1.8250
2021,Feb,02,1.8207
2021,Feb,03,1.8250
2021,Feb,04,1.8293
2021,Feb,05,1.8343
2021,Feb,08,1.8310
2021,Feb,09,1.8253
2021,Feb,10,1.8195
2021,Feb,11,1.8203
2021,Feb,15,1.8235
2021,Feb,16,1.8203
2021,Feb,17,1.8210
2021,Feb,18,1.8246
2021,Feb,19,1.8280
2021,Feb,22,1.8246
2021,Feb,23,1.8236
2021,Feb,24,1.8235
2021,Feb,25,1.8237
2021,Feb,26,1.8188
2021,Mar,01,1.8067
2021,Mar,02,1.8131
2021,Mar,03,1.8155
2021,Mar,04,1.8258
2021,Mar,05,1.8329
2021,Mar,08,1.8370
2021,Mar,09,1.8433
2021,Mar,10,1.8472
2021,Mar,11,1.8459
2021,Mar,12,1.8460
2021,Mar,15,1.8503
2021,Mar,16,1.8547
2021,Mar,17,1.8565
2021,Mar,18,1.8529
2021,Mar,19,1.8504
2021,Mar,22,1.8527
2021,Mar,23,1.8520
2021,Mar,24,1.8549
2021,Mar,25,1.8533
2021,Mar,26,1.8576
2021,Mar,29,1.8563
2021,Mar,30,1.8516
2021,Mar,31,1.8327
2021,Apr,01,1.8386
2021,Apr,05,1.8338
2021,Apr,06,1.8300
2021,Apr,07,1.8203
2021,Apr,08,1.8037
2021,Apr,09,1.7939
2021,Apr,12,1.7906
2021,Apr,13,1.7888
2021,Apr,14,1.7787
2021,Apr,15,1.7772
2021,Apr,16,1.7855
2021,Apr,19,1.7841
2021,Apr,20,1.7790
2021,Apr,21,1.7634
2021,Apr,22,1.7623
2021,Apr,23,1.7704
2021,Apr,26,1.7717
2021,Apr,27,1.7757
2021,Apr,28,1.7799
2021,Apr,29,1.7844
2021,Apr,30,1.7881
2021,May,03,1.7945
2021,May,04,1.8031
2021,May,05,1.8067
2021,May,06,1.8103
2021,May,07,1.8102
2021,May,10,1.8076
2021,May,11,1.8047
2021,May,12,1.8083
2021,May,14,1.8180
2021,May,17,1.8224
2021,May,18,1.8198
2021,May,19,1.8212
2021,May,20,1.8225
2021,May,21,1.8232
2021,May,24,1.8270
2021,May,25,1.8217
2021,May,27,1.8200
2021,May,28,1.8243
2021,May,31,1.8264
2021,Jun,01,1.8195
2021,Jun,02,1.8096
2021,Jun,03,1.8095
2021,Jun,04,1.8178
2021,Jun,07,1.8165
2021,Jun,08,1.8181
2021,Jun,09,1.8157
2021,Jun,10,1.8140
2021,Jun,11,1.8125
2021,Jun,14,1.8115
2021,Jun,15,1.8121
2021,Jun,16,1.8102
2021,Jun,17,1.8154
2021,Jun,18,1.8094
2021,Jun,21,1.8142
2021,Jun,22,1.8148
2021,Jun,23,1.8101
2021,Jun,24,1.8123
2021,Jun,25,1.8099
2021,Jun,28,1.8109
2021,Jun,29,1.8083
2021,Jun,30,1.8109
2021,Jul,01,1.8106
2021,Jul,02,1.8091
2021,Jul,05,1.8071
2021,Jul,06,1.8084
2021,Jul,07,1.8051
2021,Jul,08,1.8079
2021,Jul,09,1.8119
2021,Jul,12,1.8141
2021,Jul,13,1.8125
2021,Jul,14,1.8174
2021,Jul,15,1.8173
2021,Jul,16,1.8170
2021,Jul,19,1.8162
2021,Jul,21,1.8325
2021,Jul,22,1.8305
2021,Jul,23,1.8254
2021,Jul,26,1.8271
2021,Jul,27,1.8269
2021,Jul,28,1.8264
2021,Jul,29,1.8236
2021,Jul,30,1.8207
2021,Aug,02,1.8187
2021,Aug,03,1.8184
2021,Aug,04,1.8179
2021,Aug,05,1.8208
2021,Aug,06,1.8236
2021,Aug,10,1.8242
2021,Aug,11,1.8266
2021,Aug,12,1.8272
2021,Aug,13,1.8287
2021,Aug,16,1.8258
2021,Aug,17,1.8286
2021,Aug,18,1.8302
2021,Aug,19,1.8344
2021,Aug,20,1.8336
2021,Aug,23,1.8314
2021,Aug,24,1.8306
2021,Aug,25,1.8270
2021,Aug,26,1.8243
2021,Aug,27,1.8241
2021,Aug,30,1.8325
2021,Aug,31,1.8358
2021,Sep,01,1.8414
2021,Sep,02,1.8421
2021,Sep,03,1.8374
2021,Sep,06,1.8376
2021,Sep,07,1.8356
2021,Sep,08,1.8312
2021,Sep,09,1.8247
2021,Sep,10,1.8236
2021,Sep,13,1.8235
2021,Sep,14,1.8240
2021,Sep,15,1.8234
2021,Sep,16,1.8245
2021,Sep,17,1.8309
2021,Sep,20,1.8305
2021,Sep,21,1.8361
2021,Sep,22,1.8350
2021,Sep,23,1.8317
2021,Sep,24,1.8288
2021,Sep,27,1.8342
2021,Sep,28,1.8330
2021,Sep,29,1.8300
2021,Sep,30,1.8332
2021,Oct,01,1.8309
2021,Oct,04,1.8297
2021,Oct,05,1.8198
2021,Oct,06,1.8197
2021,Oct,07,1.8163
2021,Oct,08,1.8130
2021,Oct,11,1.8037
2021,Oct,12,1.7971
2021,Oct,13,1.7973
2021,Oct,14,1.7929
2021,Oct,15,1.7983
2021,Oct,18,1.7949
2021,Oct,19,1.7938
2021,Oct,20,1.7886
2021,Oct,21,1.7931
2021,Oct,22,1.7983
2021,Oct,25,1.7942
2021,Oct,26,1.7949
2021,Oct,27,1.7975
2021,Oct,28,1.7987
2021,Oct,29,1.7971
2021,Nov,01,1.8008
2021,Nov,02,1.7996
2021,Nov,03,1.8071
2021,Nov,05,1.8151
2021,Nov,08,1.8196
2021,Nov,09,1.8212
2021,Nov,10,1.8181
2021,Nov,11,1.8193
2021,Nov,12,1.8230
2021,Nov,15,1.8178
2021,Nov,16,1.8180
2021,Nov,17,1.8244
2021,Nov,18,1.8282
2021,Nov,19,1.8298
2021,Nov,22,1.8321
2021,Nov,23,1.8344
2021,Nov,24,1.8338
2021,Nov,25,1.8362
2021,Nov,26,1.8378
2021,Nov,29,1.8300
2021,Nov,30,1.8261
2021,Dec,01,1.8196
2021,Dec,02,1.8201
2021,Dec,03,1.8260
2021,Dec,06,1.8205
2021,Dec,07,1.8152
2021,Dec,08,1.8089
2021,Dec,09,1.8066
2021,Dec,10,1.8065
2021,Dec,13,1.8056
2021,Dec,14,1.8046
2021,Dec,15,1.8009
2021,Dec,16,1.7927
2021,Dec,17,1.7912
2021,Dec,20,1.7966
2021,Dec,21,1.8036
2021,Dec,22,1.8061
2021,Dec,23,1.8050
2021,Dec,24,1.8090
2021,Dec,27,1.8052
2021,Dec,28,1.8091
2021,Dec,29,1.8113
2021,Dec,30,1.8129
2021,Dec,31,1.8160
2022,Jan,03,1.8165
2022,Jan,04,1.8183
2022,Jan,05,1.8177
2022,Jan,06,1.8241
2022,Jan,07,1.8262
2022,Jan,10,1.8278
2022,Jan,11,1.8316
2022,Jan,12,1.8307
2022,Jan,13,1.8222
2022,Jan,14,1.8181
2022,Jan,17,1.8182
2022,Jan,18,1.8141
2022,Jan,19,1.8089
2022,Jan,20,1.8097
2022,Jan,21,1.8062
2022,Jan,24,1.8079
2022,Jan,25,1.7998
2022,Jan,26,1.7973
2022,Jan,27,1.7980
2022,Jan,28,1.8009
2022,Jan,31,1.8083
2022,Feb,03,1.7997
2022,Feb,04,1.7975
2022,Feb,07,1.8019
2022,Feb,08,1.7996
2022,Feb,09,1.8006
2022,Feb,10,1.7942
2022,Feb,11,1.7841
2022,Feb,14,1.7817
2022,Feb,15,1.7807
2022,Feb,16,1.7884
2022,Feb,17,1.7886
2022,Feb,18,1.7895
2022,Feb,21,1.8026
2022,Feb,22,1.8026
2022,Feb,23,1.8024
2022,Feb,24,1.8011
2022,Feb,25,1.7960
2022,Feb,28,1.7952
2022,Mar,01,1.8012
2022,Mar,02,1.7912
2022,Mar,03,1.7904
2022,Mar,04,1.7864
2022,Mar,07,1.7750
2022,Mar,08,1.7691
2022,Mar,09,1.7753
2022,Mar,10,1.7801
2022,Mar,11,1.7817
2022,Mar,14,1.7822
2022,Mar,15,1.7882
2022,Mar,16,1.7849
2022,Mar,17,1.7851
2022,Mar,18,1.7819
2022,Mar,21,1.7838
2022,Mar,22,1.7783
2022,Mar,23,1.7835
2022,Mar,24,1.7773
2022,Mar,25,1.7798
2022,Mar,28,1.7820
2022,Mar,29,1.7919
2022,Mar,30,1.7902
2022,Mar,31,1.7872
2022,Apr,01,1.7864
2022,Apr,04,1.7902
2022,Apr,05,1.7981
2022,Apr,06,1.8035
2022,Apr,07,1.7924
2022,Apr,08,1.7946
2022,Apr,11,1.7987
2022,Apr,12,1.7970
2022,Apr,13,1.7917
2022,Apr,14,1.7767
2022,Apr,18,1.7789
2022,Apr,19,1.7877
2022,Apr,20,1.7882
2022,Apr,21,1.7885
2022,Apr,22,1.7883
2022,Apr,25,1.7935
2022,Apr,26,1.7933
2022,Apr,27,1.7953
2022,Apr,28,1.8059
2022,Apr,29,1.8076
2022,May,04,1.8111
2022,May,05,1.8041
2022,May,06,1.8064
2022,May,09,1.7977
2022,May,10,1.7972
2022,May,11,1.7983
2022,May,12,1.7937
2022,May,13,1.8039
2022,May,17,1.7892
2022,May,18,1.7905
2022,May,19,1.7856
2022,May,20,1.7811
2022,May,23,1.7705
2022,May,24,1.7719
2022,May,25,1.7710
2022,May,26,1.7730
2022,May,27,1.7657
2022,May,30,1.7643
2022,May,31,1.7639
2022,Jun,01,1.7691
2022,Jun,02,1.7739
2022,Jun,03,1.7696
2022,Jun,06,1.7711
2022,Jun,07,1.7745
2022,Jun,08,1.7698
2022,Jun,09,1.7695
2022,Jun,10,1.7744
2022,Jun,13,1.7782
2022,Jun,14,1.7846
2022,Jun,15,1.7844
2022,Jun,16,1.7783
2022,Jun,17,1.7753
2022,Jun,20,1.7786
2022,Jun,21,1.7758
2022,Jun,22,1.7751
2022,Jun,23,1.7742
2022,Jun,24,1.7751
2022,Jun,27,1.7697
2022,Jun,28,1.7637
2022,Jun,29,1.7576
2022,Jun,30,1.7630
2022,Jul,01,1.7610
2022,Jul,04,1.7683
2022,Jul,05,1.7666
2022,Jul,06,1.7720
2022,Jul,07,1.7740
2022,Jul,08,1.7690
2022,Jul,12,1.7679
2022,Jul,13,1.7667
2022,Jul,14,1.7497
2022,Jul,15,1.7560
2022,Jul,18,1.7514
2022,Jul,19,1.7473
2022,Jul,20,1.7402
2022,Jul,21,1.7400
2022,Jul,22,1.7412
2022,Jul,25,1.7387
2022,Jul,26,1.7374
2022,Jul,27,1.7391
2022,Jul,28,1.7316
2022,Jul,29,1.7369
2022,Aug,01,1.7446
2022,Aug,02,1.7443
2022,Aug,03,1.7536
2022,Aug,04,1.7377
2022,Aug,05,1.7404
2022,Aug,08,1.7390
2022,Aug,10,1.7332
2022,Aug,11,1.7302
2022,Aug,12,1.7191
2022,Aug,15,1.7235
2022,Aug,16,1.7331
2022,Aug,17,1.7391
2022,Aug,18,1.7369
2022,Aug,19,1.7391
2022,Aug,22,1.7435
2022,Aug,23,1.7494
2022,Aug,24,1.7473
2022,Aug,25,1.7433
2022,Aug,26,1.7408
2022,Aug,29,1.7481
2022,Aug,30,1.7492
2022,Aug,31,1.7536
2022,Sep,01,1.7593
2022,Sep,02,1.7595
2022,Sep,05,1.7590
2022,Sep,06,1.7580
2022,Sep,07,1.7650
2022,Sep,08,1.7630
2022,Sep,09,1.7572
2022,Sep,12,1.7565
2022,Sep,13,1.7618
2022,Sep,14,1.7674
2022,Sep,15,1.7693
2022,Sep,16,1.7650
2022,Sep,19,1.7663
2022,Sep,20,1.7656
2022,Sep,21,1.7688
2022,Sep,22,1.7662
2022,Sep,23,1.7503
2022,Sep,26,1.7617
2022,Sep,27,1.7641
2022,Sep,28,1.7672
2022,Sep,29,1.7613
2022,Sep,30,1.7577
2022,Oct,03,1.7559
2022,Oct,04,1.7529
2022,Oct,05,1.7481
2022,Oct,06,1.7420
2022,Oct,07,1.7369
2022,Oct,10,1.7407
2022,Oct,11,1.7482
2022,Oct,12,1.7491
2022,Oct,13,1.7423
2022,Oct,14,1.7291
2022,Oct,17,1.7319
2022,Oct,18,1.7270
2022,Oct,19,1.7255
2022,Oct,20,1.7181
2022,Oct,21,1.7223
2022,Oct,25,1.7202
2022,Oct,26,1.7174
2022,Oct,27,1.7092
2022,Oct,28,1.7078
2022,Oct,31,1.7136
2022,Nov,01,1.7081
2022,Nov,02,1.7077
2022,Nov,03,1.7088
2022,Nov,04,1.7145
2022,Nov,07,1.7114
2022,Nov,08,1.7128
2022,Nov,09,1.7164
2022,Nov,10,1.7183
2022,Nov,11,1.7140
2022,Nov,14,1.6984
2022,Nov,15,1.6903
2022,Nov,16,1.6855
2022,Nov,17,1.6838
2022,Nov,18,1.6827
2022,Nov,21,1.6829
2022,Nov,22,1.6897
2022,Nov,23,1.6875
2022,Nov,24,1.6791
2022,Nov,25,1.6807
2022,Nov,28,1.6842
2022,Nov,29,1.6839
2022,Nov,30,1.6820
2022,Dec,01,1.6753
2022,Dec,02,1.6671
2022,Dec,05,1.6533
2022,Dec,06,1.6476
2022,Dec,07,1.6454
2022,Dec,08,1.6492
2022,Dec,09,1.6423
